Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,27.147083,27.271832,25.890009,25.981171,21.242760,311848200
2012-02-01,26.033949,27.444559,25.890009,27.161478,22.610945,282077100
2012-03-01,27.156679,29.502901,26.825619,29.406942,24.480217,348089800
2012-04-01,29.334972,30.021086,28.327393,29.776388,24.787762,313330600
2012-05-01,29.757196,30.323360,29.286991,29.646841,25.123972,310697900
2012-06-01,29.339769,30.932707,28.528908,30.932707,26.213671,265480900
2012-07-01,30.812756,32.089024,30.472097,31.815538,26.961821,370081600
2012-08-01,31.873114,32.362511,31.215788,31.446093,27.087168,177828100
2012-09-01,31.311749,33.782719,30.980686,32.895088,28.335316,238433900
2012-10-01,32.861504,34.771107,30.956696,31.426901,27.070639,421217200
2012-11-01,31.551647,31.801144,30.045076,31.187000,27.276001,286689900
2012-12-01,31.230183,32.074631,30.711998,31.426901,27.485813,297290900
2013-01-01,32.299999,33.939999,31.639999,33.880001,29.631287,327308700
2013-02-01,33.919998,35.290001,33.369999,33.790001,29.675299,198064800
2013-03-01,33.689999,35.340000,33.270000,35.320000,31.018995,147948200
2013-04-01,35.180000,37.549999,34.950001,36.919998,32.424145,154928900
2013-05-01,36.770000,38.770000,35.580002,36.669998,32.326588,158660700
2013-06-01,36.630001,37.639999,34.689999,34.880001,30.748600,146831300
2013-07-01,34.970001,37.160000,33.720001,36.630001,32.291328,156935000
2013-08-01,36.889999,37.070000,33.230000,33.330002,29.501083,132799800
2013-09-01,33.680000,35.720001,32.700001,33.189999,29.377167,176037800
2013-10-01,33.169998,37.619999,32.750000,36.549999,32.351177,190625300
2013-11-01,36.689999,38.810001,36.610001,38.189999,33.946053,123309800
2013-12-01,38.240002,38.570000,36.270000,38.330002,34.070492,119120400
2014-01-01,38.090000,39.860001,35.650002,36.660000,32.586063,168285600
2014-02-01,36.580002,39.980000,35.799999,39.779999,35.557045,166756200
2014-03-01,39.500000,40.490002,38.080002,38.509998,34.421856,178349600
2014-04-01,38.490002,39.500000,36.650002,38.740002,34.627453,158565600
2014-05-01,38.650002,40.130001,38.250000,40.009998,35.975033,112561900
2014-06-01,40.020000,41.299999,39.590000,40.900002,36.775288,111958000
2014-07-01,41.180000,43.270000,40.919998,42.119999,37.872242,127311700
2014-08-01,42.000000,42.930000,41.150002,42.240002,38.183846,75057500
2014-09-01,42.169998,44.200001,41.590000,41.590000,37.596256,96645700
2014-10-01,42.049999,44.060001,39.279999,43.590000,39.404202,129690900
2014-11-01,43.560001,44.770000,43.020000,44.509998,40.449619,79729800
2014-12-01,44.270000,46.500000,43.099998,45.020000,40.913097,110952900
2015-01-01,45.250000,45.869999,43.360001,44.759998,40.676811,116044000
2015-02-01,44.930000,47.880001,44.279999,47.369999,43.276600,112759900
2015-03-01,47.340000,47.849998,46.099998,46.330002,42.326473,113215100
2015-04-01,46.330002,48.619999,45.549999,46.419998,42.408684,98078500
2015-05-01,46.709999,49.430000,46.230000,48.599998,44.627464,88666300
2015-06-01,48.770000,50.470001,47.720001,49.080002,45.068237,108156000
2015-07-01,49.400002,51.740002,48.919998,50.689999,46.546623,118347200
2015-08-01,50.889999,51.169998,42.299999,45.639999,42.111839,173902200
2015-09-01,44.220001,45.150002,39.000000,40.220001,37.110821,160044200
2015-10-01,40.349998,45.340000,39.279999,44.799999,41.336765,173120800
2015-11-01,44.880001,46.380001,43.450001,44.919998,41.688175,109717900
2015-12-01,45.220001,46.220001,43.570000,44.910000,41.678894,119958800
2016-01-01,43.939999,44.049999,36.000000,37.849998,35.126835,178690800
2016-02-01,36.169998,39.880001,36.020000,38.740002,36.179688,148100100
2016-03-01,38.910000,42.000000,38.090000,41.830002,39.065475,146113300
2016-04-01,41.529999,44.580002,38.580002,38.900002,36.329113,180268200
2016-05-01,38.849998,39.669998,36.889999,39.630001,37.236969,251461600
2016-06-01,39.369999,39.639999,36.759998,39.310001,36.936298,224941600
2016-07-01,39.310001,45.160000,39.160000,44.750000,42.047802,219087100
2016-08-01,44.750000,45.790001,41.930000,42.020000,39.725857,227282000
2016-09-01,41.919998,42.529999,40.480000,42.290001,39.981117,161436500
2016-10-01,42.060001,43.779999,39.220001,39.240002,37.097637,187747800
2016-11-01,39.240002,41.529999,37.810001,38.070000,36.220306,180408600
2016-12-01,38.119999,39.790001,37.380001,38.410000,36.543793,177221400
2017-01-01,38.630001,41.790001,38.340000,41.770000,39.740536,211257800
2017-02-01,41.509998,45.680000,41.439999,45.080002,43.166756,165448600
2017-03-01,45.369999,45.840000,44.259998,44.410000,42.525196,148914700
2017-04-01,44.419998,44.610001,42.310001,43.639999,41.787880,135559900
2017-05-01,43.570000,45.750000,42.880001,45.660000,43.989571,132880600
2017-06-01,45.520000,49.590000,45.470001,48.610001,46.831650,160391700
2017-07-01,48.730000,51.130001,47.830002,49.180000,47.380802,114458500
2017-08-01,49.209999,51.049999,48.049999,50.939999,49.348003,101721800
2017-09-01,51.029999,54.799999,50.639999,53.360001,51.692375,125039500
2017-10-01,53.639999,56.689999,53.200001,54.230000,52.535183,125041700
2017-11-01,53.889999,56.520000,53.610001,56.369999,54.875420,110451700
2017-12-01,56.299999,57.770000,54.320000,57.070000,55.556862,128810800
2018-01-01,58.200001,64.599998,57.820000,62.160000,60.511906,155970200
2018-02-01,61.750000,62.540001,55.580002,60.330002,59.011295,142631600
2018-03-01,60.160000,63.950001,58.430000,59.919998,58.610256,141022100
2018-04-01,59.820000,60.150002,56.990002,58.130001,56.859379,136142700
2018-05-01,57.700001,62.720001,56.810001,61.529999,60.474762,119071500
2018-06-01,61.959999,63.849998,60.320000,60.990002,59.944023,106517500
